Smiles,CodeID,MolecularWeight,cLogS,cLogP,HBD,HBA,PSA,ROTATABLE_BONDS,DG,Ki,LIGAND_EFFICIENCY,BEI,SEI,NSEI,NBEI,nBEI,mBEI
Nc1ccc2c(c1)cn[nH]2,AC30454,133.153,-1.25,0.58,2.0,3.0,54.7,Null,-4.57,446.5,-0.4570,25.1603684241,6.12464083506,1.116726178925144937087844911,0.3350178536775434811263534734,4.350178536775434824445590187,2.474529492520491016702092327
Cc1occc1C(=O)O,AC33015,126.11,-0.74,0.93,1.0,3.0,50.44,Null,-4.55,461.83,-0.5056,26.4492733263,6.61284270258,1.111839286393780379915483571,0.370613095464593459971827857,4.289760368620666039825486272,2.436267384871200911167351474
Nc1ccc2c(c1)cc([nH]2)C,AC34875,146.192,-1.77,1.1,2.0,2.0,41.81,Null,-5.0,216.07,-0.4545,25.0725452013,8.76681542231,1.832702764033858965948591174,0.3332186843697925392633802135,4.706798213225942999887571887,2.830329135635412485936138324
Cc1ccc(o1)CO,AC35851,112.127,-0.62,0.5,1.0,2.0,33.37,Null,-4.85,278.33,-0.6062,31.709044034,10.6545998813,1.777719990199362471564612545,0.4444299975498406178911531362,4.458529967390668528770441774,2.605150182994617360666482594
OCCN1CCN(CC1)Cc1ccc(cc1)F,AW00107,238.304,Null,1.55,1.0,3.0,26.71,Null,-3.82,1583.55,-0.2247,11.7512430315,10.4843437641,0.933456073129821548495733369,0.1647275423170273320874823592,4.030817140767738562876876945,2.177499551552739990750233872
Clc1cc(cnc1N1CCNCCC1)C(F)(F)F,AW00189,279.692,-3.03,2.14,1.0,3.0,28.16,Null,-4.45,546.75,-0.2472,11.663584258,11.5845568476,1.087403736096775129107781929,0.1812339560161291881846303214,4.517483713393631451744618530,2.708891252761448402681706308
Clc1ccc2c(c1)sc(n2)N1CCNCCC1,AW00326,267.783,-3.42,2.0,1.0,3.0,28.16,Null,-5.15,167.74,-0.3029,14.0985923726,13.4068301183,1.258454453772853237066027210,0.2220801977246211594822400958,5.005812282696833609035590919,3.203146364014939574560692851
OCCN1CCN(CC1)Cc1ccccc1F,AW00354,238.304,-1.28,1.71,1.0,3.0,26.71,Null,-3.83,1557.05,-0.2253,11.7819987962,10.5117837557,0.935899147046884391662318675,0.1651586730082737161757032956,4.038146362518927084626680334,2.184828773303928562893511701
Fc1cccc(c1CN1CCNCCC1)Cl,AW00496,242.723,-2.59,2.08,1.0,2.0,15.27,Null,-4.94,239.1,-0.3088,14.9199722477,23.7159163319,1.810710211942112622064930494,0.2263387764927640777581163117,4.825540406540150024984816566,3.006531355139149879073839373
Fc1ccc(cc1)CN1CCNCCC1,AW00512,208.278,-1.91,1.65,1.0,2.0,15.27,Null,-4.43,565.53,-0.2953,15.5923542182,21.2674810207,1.623772175927285164113710362,0.216502956790304688548494715,4.423635610910251549493588485,2.566187750543580665667389002
